Unnamed: 0,text,true_label,pred_label,num_words
425,"Who, in this tired and overworked family, would have had time to give more attention to Gregor than was absolutely necessary? The household budget became even smaller; so now the maid was dismissed; an enormous, thick-boned charwoman with white hair that flapped around her head came every morning and evening to do the heaviest work; everything else was looked after by Gregor’s mother on top of the large amount of sewing work she did. Gregor even learned, listening to the evening conversation about what price they had hoped for, that several items of jewellery belonging to the family had been sold, even though both mother and sister had been very fond of wearing them at functions and celebrations. But the loudest complaint was that although the flat was much too big for their present circumstances, they could not move out of it, there was no imaginable way of transferring Gregor to the new address. He could see quite well, though, that there were more reasons than consideration for him that made it difficult for them to move, it would have been quite easy to transport him in any suitable crate with a few air holes in it; the main thing holding the family back from their decision to move was much more to do with their total despair, and the thought that they had been struck with a misfortune unlike anything experienced by anyone else they knew or were related to. They carried out absolutely everything that the world expects from poor people, Gregor’s father brought bank employees their breakfast, his mother sacrificed herself by washing clothes for strangers, his sister ran back and forth behind her desk at the behest of the customers, but they just did not have the strength to do any more. And the injury in Gregor’s back began to hurt as much as when it was new. After they had come back from taking his father to bed Gregor’s mother and sister would now leave their work where it was and sit close together, cheek to cheek; his mother would point to Gregor’s room and say “Close that door, Grete”, and then, when he was in the dark again, they would sit in the next room and their tears would mingle, or they would simply sit there staring dry-eyed at the table.",2,2,387
426,"“I know very well, madam,” said he, “that when persons sit down to a card table they must take their chance of these things,--and happily I am not in such circumstances as to make five shillings any object. There are, undoubtedly, many who could not say the same; but, thanks to Lady Catherine de Bourgh, I am removed far beyond the necessity of regarding little matters.”",2,2,66
427,"""Done some good work on my novel."" Dick was looking and talking emphatically at the sidewalk. ""But I have to get out once in a while."" He glanced at Anthony apologetically, as though craving encouragement.",1,0,35
428,"And I was happy with Ultima. We walked together in the llano and along the river banks to gather herbs and roots for her medicines. She taught me the names of plants and flowers, of trees and bushes, of birds and animals; but most important. I learned from her that there was a beauty in the time of day and in the time of night, and that there was peace in the river and in the hills. She taught me to listen to the mystery of the groaning earth and to feel complete in the fulfillment of its time. My soul grew under her careful guidance.",2,2,106
429,"And soon the dogs were all tearing down the field of young wheat next to ours. I never heard such a noise as they made. They did not bark, nor howl, nor whine, but kept on a “yo! yo, o, o! yo! yo, o, o!” at the top of their voices. After them came a number of men on horseback, some of them in green coats, all galloping as fast as they could. The old horse snorted and looked eagerly after them, and we young colts wanted to be galloping with them, but they were soon away into the fields lower down; here it seemed as if they had come to a stand; the dogs left off barking, and ran about every way with their noses to the ground.",1,1,129
430,"They looked at one another, murmuring.",2,1,6
431,And Black Jumbo went to the Bazaar and bought him a beautiful Green Umbrella and a lovely little Pair of Purple Shoes with Crimson Soles and Crimson Linings.,0,0,28
432,"“She never done it; jis’ stood dah, kiner smilin’ up at me. It make me mad; en I says agin, mighty loud, I says:",2,2,24
433,"Lily pondered that. “Yes,” she said, finally.",1,1,7
434,"“As he spoke he pulled the herb out of the ground and shewed me what it was like. The root was black, while the flower was as white as milk; the gods call it Moly, and mortal men cannot uproot it, but the gods can do whatever they like.",2,1,49
435,"“It was a bronze Leghorn or some such exotic breed, and Dora sold it to Jane at a rather exotic price.  They both go in for prize poultry, you know, and Jane thought she was going to get her money back in a large family of pedigree chickens.  The bird turned out to be an abstainer from the egg habit, and I’m told that the letters which passed between the two women were a revelation as to how much invective could be got on to a sheet of notepaper.”",1,1,89
436,"He knew that when he returned to the firehouse, he might wink at himself, a minstrel man, burnt-corked, in the mirror. Later, going to sleep, he would feel the fiery smile still gripped by his face muscles, in the dark. It never went away, that. smile, it never ever went away, as long as he remembered.",2,1,56
437,"After the law library table: Dick Whittaker and his staff did need to use the law books from time to time. I wrote the short story “Lullaby” in the law library. I’d already started to write what would become Ceremony, but after I heard Nash and Ada Chakee were killed, I allowed myself to stray from the novel long enough to write the short story in their memory. After about six months, the legal services offices were moved to larger offices downtown, and I followed. There was a tiny office space there, but without a",2,2,95
438,"“He’s a bootlegger,” said the young ladies, moving somewhere between his cocktails and his flowers. “One time he killed a man who had found out that he was nephew to Von Hindenburg and second cousin to the devil. Reach me a rose, honey, and pour me a last drop into that there crystal glass.”",2,2,54
439,"What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Three minutes? Five? Yet how large that time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body!",2,2,78
440,"“They are gathering at the center of the city,” the conductor told us.  “That is where Santa will give the first gift of Christmas.”",0,0,24
441,So Amelia Bedelia went into the kitchen. She put a little of this and a pinch of that into a bowl. She mixed and she rolled.,0,0,26
442,"Her hair, which was dark even to blackness, had been an object of envy to many women; her light grey eyes, a little too firm perhaps in her graver moments, had an enchanting range of concession. They walked slowly up one side of the gallery and down the other, and then she said: “Well, now I know more than I did when I began!”",1,1,64
443,Tears ran down her cheeks and she took hold of the ax and tried to pull it out of her father's hand.,0,0,22
444,"The room was large and stifling, and, though it was already four o’clock, opening the windows admitted only a gust of hot shrubbery from the Park. Daisy went to the mirror and stood with her back to us, fixing her hair.",2,0,41
445,"The thunder was rolling up and down the dry, scarred hills, but it brought no rain—only heat—lightning that flickered along the ridges—and Hathi went on: “THAT was the voice he heard, and it said: ‘Is this thy mercy?’ The First of the Tigers licked his lips and said: ‘What matter? I have killed Fear.’ And Tha said: ‘O blind and foolish! Thou hast untied the feet of Death, and he will follow thy trail till thou diest. Thou hast taught Man to kill!’",1,1,83
446,"Confident that I speak the truth and shall be believed, I declare without hesitation that I followed the ghost, in the first instance on a broom-stick, and afterwards on a rocking-horse.  The very smell of the animal’s paint—especially when I brought it out, by making him warm—I am ready to swear to.  I followed the ghost, afterwards, in a hackney coach; an institution with the peculiar smell of which, the present generation is unacquainted, but to which I am again ready to swear as a combination of stable, dog with the mange, and very old bellows.",1,1,96
447,""" Never ! "" cried I, jumping up ; "" Never shall my uncle be made aware of the dread secret. He would be quite capable of undertaking the terrible journey. Nothing would check him, nothing stop him. Worse, he would compel me to accompany him, and we should be lost forever. But no ; such folly and madness cannot be allowed."" I was almost beside myself with rage and fury.",1,1,71
448,"They are made of rare sapphires, which were brought out of India a thousand years ago. Pluck out one of them and take it to him. He will sell it to the jeweller, and buy food and firewood, and finish his play.” “Dear Prince,” said the Swallow, “I cannot do that”; and he began to weep.",0,0,56
449,"She was a patient soul, my mother.",0,0,7
450,"Curious to know whether Biddy suspected him of having had a hand in that murderous attack of which my sister had never been able to give any account, I asked her why she did not like him.",2,2,37
451,"“You got six weeks’ work right dar on yo back,” Dilsey said. “Whut you gwine do ef hit rain?”",2,2,19
452,She got the sickle from among the farmer's tools in the barn and proceeded to cut off all of the big plant of Wheat.,0,0,24
453,"She rattled on cheerfully about the shooting and the scarcity of birds, and the prospects for duck in the winter.  To Framton it was all purely horrible.  He made a desperate but only partially successful effort to turn the talk on to a less ghastly topic; he was conscious that his hostess was giving him only a fragment of her attention, and her eyes were constantly straying past him to the open window and the lawn beyond.  It was certainly an unfortunate coincidence that he should have paid his visit on this tragic anniversary.",1,1,94
454,"“Yes,” said my father, “it’s broken.”",0,2,6
455,"That gave her pause. The sense of the word was suspiciously close to the meaning of hupia. Of course she did not believe in the superstition. And no ghost had cut those hands. What had the boy been trying to tell her? From the next room, she heard groans. One of the village women was in the first stage of labor, and Elena Morales, the local midwife, was attending her. Bobbie went into the clinic room and gestured to Elena to step outside for a moment",2,2,86
456,"While I was young I lived upon my mother's milk, as I could not eat grass. In the daytime I ran by her side, and at night I lay down close by her. When it was hot we used to stand by the pond in the shade of the trees, and when it was cold we had a nice warm shed near the grove.",1,0,64
457,"“I’ll let you off this time.” I dragged my pants out of the little hammock and got a quarter out. “But look out next time. I’ll be coming back through here two days after New Year, and look out then.” I threw the quarter out the window. “Buy yourself some Santy Claus.”",2,2,52
458,It was the first kiss of her life to which her nature had really responded. It was a flaming torch that kindled desire.,2,2,23
459,"""See?"" said Winnie to the toad. ""That's just what I mean. It's like that every minute. If I had a sister or a brother, there'd be someone else for them to watch. But, as it is, there's only me. I'm tired of being looked at all the time. I want to be by myself for a change."" She leaned her forehead against the bars and after a short silence went on in a thoughtful tone.",1,1,75
460,"There was not a breath of air moving, nor a sound but that of the surf booming half a mile away along the beaches and against the rocks outside. A peculiar stagnant smell hung over the anchorage — a smell of sodden leaves and rotting tree trunks. I observed the doctor sniffing and sniffing, like someone tasting a bad egg.",1,1,60
461,"It was like coming into the cold marbled room of a mausoleum after the moon had set. Complete darkness, not a hint of the silver world outside, the windows tightly shut, the chamber a tomb-world where no sound from the great city could penetrate.",2,1,44
462,"The car stopped. I got out, with them looking at my eye. When the trolley came it was full. I stopped on the back platform.",2,0,25
463,The next day Anna and her mother set off to see the tailor.,0,0,13
464,"When we were together he began to talk very gravely to me, and to tell me he did not bring me there to betray me; that his passion for me would not suffer him to abuse me; that he resolved to marry me as soon as he came to his estate; that in the meantime, if I would grant his request, he would maintain me very honourably; and made me a thousand protestations of his sincerity and of his affection to me; and that he would never abandon me, and as I may say, made a thousand more preambles than he need to have done.",2,2,105
465,"The boy learned, too, as fast as the dog; though a dog-sleigh is a heart-breaking thing to manage. Each beast is harnessed, the weakest nearest to the driver, by his own separate trace, which runs under his left fore-leg to the main thong, where it is fastened by a sort of button and loop which can be slipped by a turn of the wrist, thus freeing one dog at a time. This is very necessary, because young dogs often get the trace between their hind legs, where it cuts to the bone. And they one and all WILL go visiting their friends as they run, jumping in and out among the traces. Then they fight, and the result is more mixed than a wet fishing-line next morning. A great deal of trouble can be avoided by scientific use of the whip.",1,1,141
466,"“I didn’t want to be left behind,” said the mouse. “I wanted to see what Africa was like—I have relatives there. So I hid in the baggage and was brought on to the ship with the hard-tack. When the ship sank I was terribly frightened—because I cannot swim far. I swam as long as I could, but I soon got all exhausted and thought I was going to sink. And then, just at that moment, the old man’s hat came floating by; and I got into it because I did not want to be drowned.”",1,0,95
467,"“I don’t believe the poor booby found The Sleeping Beauty at all,” said Jip, the dog. “Most likely he kissed some farmer’s fat wife who was taking a snooze under an apple-tree. Can’t blame her for getting scared! I wonder who he’ll go and kiss this time. Silly business!”",1,1,49
468,"At Trafalgar, Nelson, on the brink of opening the fight, sat down and wrote his last brief will and testament. If under the presentiment of the most magnificent of all victories to be crowned by his own glorious death, a sort 18 Billy Budd of priestly motive led him to dress his person in the jewelled vouchers of his own shining deeds; if thus to have adorned himself for the altar and the sacrifice were indeed vainglory, then affectation and fustian is each more heroic line in the great epics and dramas, since in such lines the poet but embodies in verse those exaltations of sentiment that a nature like Nelson, the opportunity being given, vitalizes into acts.",2,2,118
469,"Ralph stood up and began to read. It sounded very familiar to Elizabeth Ann, for he did not read at all well. What was not familiar was that the teacher did not stop him after the first sentence. He read on and on till he had read a page, the teacher only helping him with the hardest words.",0,0,58
470,"“Fearful as it was, no one stopped, no one turned back. Every moment the ranks were thinned, but as our comrades fell, we closed in to keep them together; and instead of being shaken or staggered in our pace our gallop became faster and faster as we neared the cannon.",1,1,50
471,"Well, I studied those formulas, I went to class and watched balls roll down slides and listened to bells ring and by the end of the semester most of the other girls had failed and I had a straight A. I heard Mr Manzi saying to a bunch of the girls who were complaining that the course was too hard, “No, it can’t be too hard, because one girl got a straight A.” “Who is it? Tell us,” they said, but he shook his head and didn’t say anything and gave me a sweet little conspiring smile",2,1,97
472,"The Christmas holidays begin next week and the trunks are up. The corridors are so filled up that you can hardly get through, and everybody is so bubbling over with excitement that studying is getting left out. I'm going to have a beautiful time in vacation; there's another Freshman who lives in Texas staying behind, and we are planning to take long walks and if there's any ice—learn to skate. Then there is still the whole library to be read—and three empty weeks to do it in!",1,0,87
473,"Lily frowned. “I felt strange. Because their methods were different. They were learning usages that my group hadn’t learned yet, so we felt stupid.”",1,1,24
474,"Welcome, dear Rosencrantz and Guildenstern. Moreover that we much did long to see you, The need we have to use you did provoke Our hasty sending. Something have you heard Of Hamlet’s transformation, so call it, Sith nor th’ exterior nor the inward man Resembles that it was. What it should be, More than his father’s death, that thus hath put him",2,2,62
475,"He knew just how it would be. His mother would rise from her work grinding meal and walk around to the side of the house that faced the road. She would shade her eyes with one hand, searching for him. From far off he would see her bright orange headscarf, and he would raise his arm in greeting. By the time he reached the house, she would have gone inside to get his bowl of milk ready for him.",1,0,79
476,"Now put yourself in that man’s place. On thinking the matter over, it must have occurred to him that it was possible that he had lost the ring in the road after leaving the house. What would he do, then? He would eagerly look out for the evening papers in the hope of seeing it among the articles found. His eye, of course, would light upon this. He would be overjoyed. Why should he fear a trap? There would be no reason in his eyes why the finding of the ring should be connected with the murder. He would come.",2,2,100
477,"One night there flew over the city a little Swallow. His friends had gone away to Egypt six weeks before, but he had stayed behind, for he was in love with the most beautiful Reed. He had met her early in the spring as he was flying down the river after a big yellow moth, and had been so attracted by her slender waist that he had stopped to talk to her.",0,0,72
478,"I don't remember much about my early life, but I do remember this: Whenever I got the chance, I would dip my fingers into cool mud and use my mother's back for a canvas.",0,0,34
479,"""Bring us two fat ducks, if you please. One for you and me, and one for the children.""",0,0,18
480,"With assumed tranquillity he then replied, “I have no wish of denying that I did everything in my power to separate my friend from your sister, or that I rejoice in my success. Towards him I have been kinder than towards myself.”",2,2,42
481,"“Poor teacher!” answered the other, nodding his head. “Indeed I know how much he disliked me and how he enjoyed speaking ill of me. But I am of a generous nature, and I gladly forgive him.”",0,1,36
482,"""Did we get him?"" said Bean.",0,0,6
483,"Governor Bellingham, in a loose gown and easy cap,—such as elderly gentlemen loved to endue themselves with, in their domestic privacy,—walked foremost, and appeared to be showing off his estate, and expatiating on his projected improvements. The wide circumference of an elaborate ruff, beneath his gray beard, in the antiquated fashion of King James’s reign, caused his head to look not a little like that of John the Baptist in a charger. The impression made by his aspect, so rigid and severe, and frost-bitten with more than autumnal age, was hardly in keeping with the appliances of worldly enjoyment wherewith he had evidently done his utmost to surround himself. But it is an error to suppose that our grave forefathers—though accustomed to speak and think of human existence as a state merely of trial and warfare, and though unfeignedly prepared to sacrifice goods and life at the behest of duty—made it a matter of conscience to reject such means of comfort, or even luxury, as lay fairly within their grasp. This creed was never taught, for instance, by the venerable pastor, John Wilson, whose beard, white as a snow-drift, was seen over Governor Bellingham’s shoulder; while its wearer suggested that pears and peaches might yet be naturalized in the New England climate, and that purple grapes might possibly be compelled to nourish, against the sunny garden-wall. The old clergyman, nurtured at the rich bosom of the English Church, had a long-established and legitimate taste for all good and comfortable things; and however stern he might show himself in the pulpit, or in his public reproof of such transgressions as that of Hester Prynne, still the genial benevolence of his private life had won him warmer affection than was accorded to any of his professional contemporaries.",2,1,295
484,"Once in the driving seat, with the reins handed to him, and blinking over his pale old cheeks in the full sunlight, he took a slow look round—Adolf was already up behind; the cockaded groom at the horses’ heads stood ready to let go; everything was prepared for the signal, and Swithin gave it. The equipage dashed forward, and before you could say Jack Robinson, with a rattle and flourish drew up at Soames’s door.",1,2,75
485,"“I had given up worrying myself about the rivets. One’s capacity for that kind of folly is more limited than you would suppose. I said Hang!—and let things slide. I had plenty of time for meditation, and now and then I would give some thought to Kurtz. I wasn’t very interested in him. No. Still, I was curious to see whether this man, who had come out equipped with moral ideas of some sort, would climb to the top after all and how he would set about his work when there.”",2,2,91
486,"As he turned to take the ball, a dam burst against the side of his head and a hand grenade shattered his stomach. Engulfed by nausea, he pitched toward the grass. His mouth encountered gravel, and he spat frantically, afraid that some of his teeth had been knocked out. Rising to his feet, he saw the field through drifting gauze but held on until everything settled into place, like a lens focusing, making the world sharp again, with edges.",2,2,79
487,"At length a new scene opened. There was in the house where I lodged a north-country woman that went for a gentlewoman, and nothing was more frequent in her discourse than her account of the cheapness of provisions, and the easy way of living in her country; how plentiful and how cheap everything was, what good company they kept, and the like; till at last I told her she almost tempted me to go and live in her country; for I that was a widow, though I had sufficient to live on, yet had no way of increasing it; and that I found I could not live here under £100 a year, unless I kept no company, no servant, made no appearance, and buried myself in privacy, as if I was obliged to it by necessity.",2,2,136
488,"“You have! Yes, there was something in that; I told you so from the first, you may remember.”",2,2,18
489,Toad swam slowly and made smaller splashes. A turtle came along the riverbank.,0,0,13
490,"And then, one day, the Boy was ill.",0,1,8
491,"As to his enforced enlistment, that he seemed to take pretty much as he was wont to take any vicissitude of weather. Like the animals, though no philosopher, he was, without knowing it, practically a fatalist. And, it may be, that he rather liked this adventurous turn in his affairs, which promised an opening into novel scenes and martial excitements.",2,1,60
492,"""Is this your house?"" asked the man, folding his arms now and leaning against the gate. ""Yes,"" said Winnie. ""Do you want to see my father?"" ""Perhaps. In a bit,"" said the man. ""But I'd like to talk to you first. Have you and your family lived here long?"" ""Oh, yes,"" said Winnie. ""We've lived here forever.""",1,1,57
493,"He talked a lot of rambling stuff to his sister and to me, sometimes of one thing, sometimes of another, on purpose to amuse his sister, and every now and then would turn it upon the old story, directing it to me. “Poor Mrs. Betty,” says he, “it is a sad thing to be in love; why, it has reduced you sadly.” At last I spoke a little. “I am glad to see you so merry, sir,” says I; “but I think the doctor might have found something better to do than to make his game at his patients. If I had been ill of no other distemper, I know the proverb too well to have let him come to me.” “What proverb?” says he, “Oh! I remember it now. What—",2,2,131
494,"A year after that she had yielded. What had made her yield he could never make out; and from Mrs. Heron, a woman of some diplomatic talent, he learnt nothing. Once after they were married he asked her, “What made you refuse me so often?” She had answered by a strange silence. An enigma to him from the day that he first saw her, she was an enigma to him still....",1,1,71
495,"Spitz was equally willing. He was crying with sheer rage and eagerness as he circled back and forth for a chance to spring in. Buck was no less eager, and no less cautious, as he likewise circled back and forth for the advantage. But it was then that the unexpected happened, the thing which projected their struggle for supremacy far into the future, past many a weary mile of trail and toil.",2,2,72
496,"To her surprise, on Christmas Eve, after sitting in church at midnight with Mama, Papa, Hans Junior, and Trudy, she came home to find something wrapped in newspaper under the Christmas tree",2,0,32
497,"Moon-Watcher and his companions had no recollection of what they had seen, after the crystal had ceased to cast its hypnotic spell over their minds and to experiment with their bodies. The next day, as they went out to forage, they passed it with scarcely a second thought; it was now part of the disregarded background of their lives. They could not eat it, and it could not eat them; therefore it was not important.",2,2,75
498,"Sammy Jay pretended to feel very badly indeed, and in his sweetest voice, for his voice was very sweet in those days, he offered to help Happy Jack try to catch the thief who had stolen the store of nuts from the hollow in the old chestnut tree.",0,0,48
499,"They assembled in camp toward suppertime, hungry and happy; but now a difficulty arose—hostile Indians could not break the bread of hospitality together without first making peace, and this was a simple impossibility without smoking a pipe of peace. There was no other process that ever they had heard of. Two of the savages almost wished they had remained pirates. However, there was no other way; so with such show of cheerfulness as they could muster they called for the pipe and took their whiff as it passed, in due form.",1,1,91
500,"“Good morning, Mr. Toad,” said Jimmy Skunk. “Have you seen any beetles?”",0,0,12
501,"We had soon touched land in the same place as before and set to provision the block house. All three made the first journey, heavily laden, and tossed our stores over the palisade. Then, leaving Joyce to guard them — one man, to be sure, but with half a dozen muskets — Hunter and I returned to the jolly-boat and loaded ourselves once more. So we proceeded without pausing to take breath, till the whole cargo was bestowed, when the two servants took up their position in the block house, and I, with all my power, sculled back to the HISPANIOLA.",1,2,101
502,"He stood swaying slightly, the forest collected, full-weighted and heavy with syrup, clenched hard in his down-slung hands. I want to feel all there is to feel, he thought. Let me feel tired, now, let me feel tired. I mustn’t forget, I’m alive, I know I’m alive, T mustn’t forget it tonight or tomorrow or the day after that.",2,2,59
503,"The confrontation lasted about five minutes; then the display died out as quickly as it had begun, and everyone drank his fill of the muddy water. Honor had been satisfied; each group had staked its claim to its own territory. This important business having been settled, the tribe moved off along its side of the river. The nearest worthwhile grazing was now more than a mile from the caves, and they had to share it with a herd of large, antelope-like beasts who barely tolerated their presence. They could not be driven away, for they were armed with ferocious daggers on their foreheads - the natural weapons which the manapes did not possess.",2,1,113
504,"Now, quoth Robin, ""by the faith of my heart, never have I had a coward's name in all my life before. I will lay by my trusty bow and eke my arrows, and if thou darest abide my coming, I will go and cut a cudgel to test thy manhood withal.""",1,1,51
505,"They went away hand in hand, and got upon the flat top of the wall at the bottom of the wood. From here they looked down into Mr. McGregor's garden. Peter's coat and shoes were plainly to be seen upon the scarecrow, topped with an old tam-o'-shanter of Mr. McGregor's.",0,0,50
506,"“Oh, yes, indeed, Aunt Polly. I've got a beautiful trunk that the Ladies' Aid gave me. I haven't got so very much in it—of my own, I mean. The barrels haven't had many clothes for little girls in them lately; but there were all father's books, and Mrs. White said she thought I ought to have those. You see, father—”",1,1,60
507,"“Well, down they came to the west country, there was no shaking them off, and there they have lived rent free on my best land ever since. There was no rest for me, no peace, no forgetfulness; turn where I would, there was his cunning, grinning face at my elbow. It grew worse as Alice grew up, for he soon saw I was more afraid of her knowing my past than of the police. Whatever he wanted he must have, and whatever it was I gave him without question, land, money, houses, until at last he asked a thing which I could not give. He asked for Alice.",2,1,108
508,"Once during that long evening, the door on one side of the room was opened very slightly and hurriedly closed again; later on the door on the other side did the same; it seemed that someone needed to enter the room but thought better of it. Gregor went and waited immediately by the door, resolved either to bring the timorous visitor into the room in some way or at least to find out who it was; but the door was opened no more that night and Gregor waited in vain. The previous morning while the doors were locked everyone had wanted to get in there to him, but now, now that he had opened up one of the doors and the other had clearly been unlocked some time during the day, no-one came, and the keys were in the other sides.",2,2,141
509,Tom thought a long time. Then he said:,1,0,8
510,"Down there in the darkness old White Hair and his family were fighting and dying, and the thought that he might help in some way never crossed MoonWatcher's mind. The harsh logic of survival ruled out such fancies, and not a voice was raised in protest from the listening hillside. Every cave was silent, lest it also attract disaster.",2,2,59
511,"Ain't no ceiling, only blue Jays dwell here and sunbeams too.",0,0,11
512,Wilbur looked through the fence and saw the goose standing there.,0,0,11
513,"I used to have a neighbor, a sleek and thoughtful seal, who could balance a ball on her nose from dawn till dusk. Her voice was like the throaty bark of a dog chained outside on a cold night.",0,0,39
514,"I kept hearing about the Rosenbergs over the radio and at the office till I couldn’t get them out of my mind. It was like the first time I saw a cadaver. For weeks afterwards, the cadaver’s head—or what there was left of it—floated up behind my eggs and bacon at breakfast and behind the face of Buddy Willard, who was responsible for my seeing it in the first place, and pretty soon I felt as though I were carrying that cadaver’s head around with me on a string, like some black, noseless balloon stinking of vinegar.",2,2,97
515,"Someone snickered. Archie stiffened, shot a look at Carter, a withering look that said, tell them to cut the crap. Carter snapped his fingers, which sounded in the quiet storage room like the banging of a gavel. The Vigils were grouped as usual in a circle around Archie and the kid receiving the assignment. The small room behind the gym was windowless with only one door leading to the gymnasium itself: a perfect spot for Vigil meetings--- private, the solitary entrance easily guarded, and dim, lit by a single bulb dangling from the ceiling, a 40-watt bulb that bestowed only a feeble light on the proceedings. The silence was deafening after the snap of Carter's fingers. Nobody fooled around with Carter. Carter was the president of The Vigils because the president was always a football player--- the muscle someone like Archie needed.",2,2,142
516,"In a far corner of the tent Adolf was bending his cat-like moustaches over a kettle. He left it at once to draw the cork of a pint-bottle of champagne. Swithin smiled, and, nodding at Bosinney, said: “Why, you’re quite a Monte Cristo!” This celebrated novel—one of the half-dozen he had read—had produced an extraordinary impression on his mind.",1,1,59
517,"Nightmares had reinforced themselves in each, as the book thief began to truly understand how things were and how they would always be. If nothing else, she could prepare herself. Perhaps that’s why on the Führer ’s birthday, when the answer to the question of her mother’s suffering showed itself completely, she was able to react, despite her perplexity and her rage.",2,2,62
518,"A Forsyte will require good, if not delicate feeding, but a Dartie will tax the resources of a Crown and Sceptre. Living as he does, from hand to mouth, nothing is too good for him to eat; and he will eat it. His drink, too, will need to be carefully provided; there is much drink in this country “not good enough” for a Dartie; he will have the best. Paying for things vicariously, there is no reason why he should stint himself. To stint yourself is the mark of a fool, not of a Dartie.",1,1,95
519,"Kino hesitated a moment. This doctor was not of his people. This doctor was of a race which for nearly four hundred years had beaten and starved and robbed and despised Kino's race, and frightened it too, so that the indigene came humbly to the door. And as always when he came near to one of this race, Kino felt weak and afraid and angry at the same time. Rage and terror went together. He could kill the doctor more easily than he could talk to him, for all of thedoctor's race spoke to all of Kino's race as though they were simple animals. And as Kino raised his right hand to the iron ring knocker in the gate, rage swelled in him, and the pounding music of the enemy beat in his ears, and his lips drew tight against his teeth - but with his left hand he reached to take off his hat. The iron ring pounded against the gate. Kino took off his hat and stood waiting. Coyotito moaned a little in Juana's arms, and she spoke softly to him. The procession crowded close the better to see and hear.",1,1,193
520,"""I don't think they'd actually fire me. The guy who owns the place, he's a friend of the family. But I mean getting there late doesn't, like, help the cause. I'm overdue for a raise but he's holding it back until I get on the ball."" Archie nodded, all businesslike. ""All right, we'll wrap it up. We'll get you on the ball. Maybe I ought to assign someone to the store, and make life interesting for your boss.""",2,2,78
521,"I suppose you think gorillas can't understand you. Of course, you also probably think we can't walk upright.",0,0,18
522,"Then he bade all his servants and retainers to make ready to go to London Town, to see and speak with the King.",1,2,23
523,"“I slapped him on the back and shouted, ‘We shall have rivets!’ He scrambled to his feet exclaiming, ‘No! Rivets!’ as though he couldn’t believe his ears. Then in a low voice, ‘You... eh?’ I don’t know why we behaved like lunatics. I put my finger to the side of my nose and nodded mysteriously. ‘Good for you!’ he cried, snapped his fingers above his head, lifting one foot. I tried a jig. We capered on the iron deck. A frightful clatter came out of that hulk, and the virgin forest on the other bank of the creek sent it back in a thundering roll upon the sleeping station. It must have made some of the pilgrims sit up in their hovels. A dark figure obscured the lighted doorway of the manager’s hut, vanished, then, a second or so after, the doorway itself vanished, too. We stopped, and the silence driven away by the stamping of our feet flowed back again from the recesses of the land. The great wall of vegetation, an exuberant and entangled mass of trunks, branches, leaves, boughs, festoons, motionless in the moonlight, was like a rioting invasion of soundless life, a rolling wave of plants, piled up, crested, ready to topple over the creek, to sweep every little man of us out of his little existence. And it moved not. A deadened burst of mighty splashes and snorts reached us from afar, as though an icthyosaurus had been taking a bath of glitter in the great river. ‘After all,’ said the boiler-maker in a reasonable tone, ‘why shouldn’t we get the rivets?’ Why not, indeed! I did not know of any reason why we shouldn’t. ‘They’ll come in three weeks,’ I said confidently.",2,2,288
524,"He hasn't got any hind legs! he called out. ""Fancy a rabbit without any hind legs!"" And he began to laugh.",0,0,21
525,"As she departed, Mr. Dashwood put up his feet, with the graceful remark, “Poor and proud, as usual, but she’ll do.”",1,1,21
526,"When he had compassed a hundred strides, the day, which was already beginning to break, came to his assistance. Footprints stamped in the sand, weeds trodden down here and there, heather crushed, young branches in the brushwood bent and in the act of straightening themselves up again with the graceful deliberation of the arms of a pretty woman who stretches herself when she wakes, pointed out to him a sort of track. He followed it, then lost it. Time was flying. He plunged deeper into the woods and came to a sort of eminence. An early huntsman who was passing in the distance along a path, whistling the air of Guillery, suggested to him the idea of climbing a tree. Old as he was, he was agile. There stood close at hand a beech-tree of great size, worthy of Tityrus and of Boulatruelle. Boulatruelle ascended the beech as high as he was able.",2,2,153
527,"“It must have been pushed off, then,” he rejoined in the same tone. Another wild thought tore through him. What if tramps had been there—what if....",2,2,26
528,"When I’d shaken the bell, my parents had not heard a sound.",0,0,12
529,"These rooms, above-stairs, were extremely numerous, and were painted all over exactly alike, in a yellowish white which had grown sallow with time. On the third floor there was a sort of arched passage, connecting the two sides of the house, which Isabel and her sisters used in their childhood to call the tunnel and which, though it was short and well lighted, always seemed to the girl to be strange and lonely, especially on winter afternoons. She had been in the house, at different periods, as a child; in those days her grandmother lived there. Then there had been an absence of ten years, followed by a return to Albany before her father’s death.",1,1,115
530,"""Yes, but just don't get careless,""said Mrs. Fox. ""You know they'll be waiting for you, all three of them.""",0,0,19
531,"My true name is so well known in the records or registers at Newgate, and in the Old Bailey, and there are some things of such consequence still depending there, relating to my particular conduct, that it is not be expected I should set my name or the account of my family to this work; perhaps, after my death, it may be better known; at present it would not be proper, no not though a general pardon should be issued, even without exceptions and reserve of persons or crimes.",2,2,89
